24984	1	1	u,Маг. Защ. +18. Скорость +7.\0	u,Урон от физических умений +93. Расход MP -3%.\0	u,Сила Крит. Атк. +41,3. Шанс Крит. Атк. Магией +2.\0
27054	4	2	u,Физ. Атк. +26,465\0	u,Восстановление CP +0,235\0	a,
27055	4	2	u,Физ. Атк. +26,465\0	u,Уворот +1,4105\0	a,
27056	4	2	u,Физ. Атк. +26,465\0	u,Точность +2,0565\0	a,
27057	4	2	u,Физ. Атк. +26,465\0	u,Крит. +15,4\0	a,
27058	4	2	u,Маг. Атк. +33,305\0	u,Восстановление HP +0,235\0	a,
27059	4	2	u,Маг. Атк. +33,305\0	u,Восстановление MP +0,1\0	a,
27060	4	2	u,Маг. Атк. +33,305\0	u,Восстановление CP +0,235\0	a,
27061	4	2	u,Маг. Атк. +33,305\0	u,Уворот +1,4105\0	a,
27062	4	2	u,Маг. Атк. +33,305\0	u,Точность +2,0565\0	a,
27063	4	2	u,Маг. Атк. +33,305\0	u,Крит. +15,4\0	a,
27064	4	2	u,Восстановление HP +0,235\0	u,Восстановление MP +0,1\0	a,
27065	4	2	u,Восстановление HP +0,235\0	u,Восстановление CP +0,235\0	a,
27066	4	2	u,Восстановление HP +0,235\0	u,Уворот +1,4105\0	a,
27067	4	2	u,Восстановление HP +0,235\0	u,Точность +2,0565\0	a,
27068	4	2	u,Восстановление HP +0,235\0	u,Крит. +15,4\0	a,
27069	4	2	u,Восстановление MP +0,1\0	u,Восстановление CP +0,235\0	a,
27070	4	2	u,Восстановление MP +0,1\0	u,Уворот +1,4105\0	a,
27071	4	2	u,Восстановление MP +0,1\0	u,Точность +2,0565\0	a,
27072	4	2	u,Восстановление MP +0,1\0	u,Крит. +15,4\0	a,
27073	4	2	u,Восстановление CP +0,235\0	u,Уворот +1,4105\0	a,
27074	4	2	u,Восстановление CP +0,235\0	u,Точность +2,0565\0	a,
27075	4	2	u,Восстановление CP +0,235\0	u,Крит. +15,4\0	a,
27076	4	2	u,Уворот +1,4105\0	u,Точность +2,0565\0	a,
27077	4	2	u,Уворот +1,4105\0	u,Крит. +15,4\0	a,
27078	4	2	u,Точность +2,0565\0	u,Крит. +15,4\0	a,
27079	4	2	u,Физ. Защ. +52,14\0	a,	a,
27080	4	2	u,Маг. Защ. +48,13\0	a,	a,
27081	4	2	u,Макс. HP +128,05\0	a,	a,
27082	4	2	u,Макс. MP +57,41\0	a,	a,
27083	4	2	u,Макс. CP +252,09\0	a,	a,
27084	4	2	u,Физ. Атк. +63,04\0	a,	a,
27085	4	2	u,Маг. Атк. +81,5\0	a,	a,
27086	4	2	u,Восстановление HP +0,48\0	a,	a,
27087	4	2	u,Восстановление MP +0,2\0	a,	a,
27088	4	2	u,Восстановление CP +0,48\0	a,	a,
27089	4	2	u,Уворот +2,821\0	a,	a,
27090	4	2	u,Точность +4,113\0	a,	a,
27091	4	2	u,Крит. +30,8\0	a,	a,
27092	4	2	u,Физ. Защ. +26,07\0	u,Маг. Защ. +24,065\0	a,
27093	4	2	u,Физ. Защ. +26,07\0	u,Макс. HP +64,025\0	a,
27094	4	2	u,Физ. Защ. +26,07\0	u,Макс. MP +28,705\0	a,
27095	4	2	u,Физ. Защ. +26,07\0	u,Макс. CP +126,045\0	a,
27096	4	2	u,Физ. Защ. +26,07\0	u,Физ. Атк. +31,52\0	a,
27097	4	2	u,Физ. Защ. +26,07\0	u,Маг. Атк. +40,75\0	a,
27098	4	2	u,Физ. Защ. +26,07\0	u,Восстановление HP +0,24\0	a,
27099	4	2	u,Физ. Защ. +26,07\0	u,Восстановление MP +0,1\0	a,
27100	4	2	u,Физ. Защ. +26,07\0	u,Восстановление CP +0,24\0	a,
27101	4	2	u,Физ. Защ. +26,07\0	u,Уворот +1,4105\0	a,
27102	4	2	u,Физ. Защ. +26,07\0	u,Точность +2,0565\0	a,
27103	4	2	u,Физ. Защ. +26,07\0	u,Крит. +15,4\0	a,
27104	4	2	u,Маг. Защ. +24,065\0	u,Макс. HP +64,025\0	a,
27105	4	2	u,Маг. Защ. +24,065\0	u,Макс. MP +28,705\0	a,
27106	4	2	u,Маг. Защ. +24,065\0	u,Макс. CP +126,045\0	a,
27107	4	2	u,Маг. Защ. +24,065\0	u,Физ. Атк. +31,52\0	a,
27108	4	2	u,Маг. Защ. +24,065\0	u,Маг. Атк. +40,75\0	a,
27109	4	2	u,Маг. Защ. +24,065\0	u,Восстановление HP +0,24\0	a,
27110	4	2	u,Маг. Защ. +24,065\0	u,Восстановление MP +0,1\0	a,
27111	4	2	u,Маг. Защ. +24,065\0	u,Восстановление CP +0,24\0	a,
27112	4	2	u,Маг. Защ. +24,065\0	u,Уворот +1,4105\0	a,
27113	4	2	u,Маг. Защ. +24,065\0	u,Точность +2,0565\0	a,
27114	4	2	u,Маг. Защ. +24,065\0	u,Крит. +15,4\0	a,
27115	4	2	u,Макс. HP +64,025\0	u,Макс. MP +28,705\0	a,
27116	4	2	u,Макс. HP +64,025\0	u,Макс. CP +126,045\0	a,
27117	4	2	u,Макс. HP +64,025\0	u,Физ. Атк. +31,52\0	a,
27118	4	2	u,Макс. HP +64,025\0	u,Маг. Атк. +40,75\0	a,
27119	4	2	u,Макс. HP +64,025\0	u,Восстановление HP +0,24\0	a,
27120	4	2	u,Макс. HP +64,025\0	u,Восстановление MP +0,1\0	a,
27121	4	2	u,Макс. HP +64,025\0	u,Восстановление CP +0,24\0	a,
27122	4	2	u,Макс. HP +64,025\0	u,Уворот +1,4105\0	a,
27123	4	2	u,Макс. HP +64,025\0	u,Точность +2,0565\0	a,
27124	4	2	u,Макс. HP +64,025\0	u,Крит. +15,4\0	a,
27125	4	2	u,Макс. MP +28,705\0	u,Макс. CP +126,045\0	a,
27126	4	2	u,Макс. MP +28,705\0	u,Физ. Атк. +31,52\0	a,
27127	4	2	u,Макс. MP +28,705\0	u,Маг. Атк. +40,75\0	a,
27128	4	2	u,Макс. MP +28,705\0	u,Восстановление HP +0,24\0	a,
27129	4	2	u,Макс. MP +28,705\0	u,Восстановление MP +0,1\0	a,
27130	4	2	u,Макс. MP +28,705\0	u,Восстановление CP +0,24\0	a,
27131	4	2	u,Макс. MP +28,705\0	u,Уворот +1,4105\0	a,
27132	4	2	u,Макс. MP +28,705\0	u,Точность +2,0565\0	a,
27133	4	2	u,Макс. MP +28,705\0	u,Крит. +15,4\0	a,
27134	4	2	u,Макс. CP +126,045\0	u,Физ. Атк. +31,52\0	a,
27135	4	2	u,Макс. CP +126,045\0	u,Маг. Атк. +40,75\0	a,
27136	4	2	u,Макс. CP +126,045\0	u,Восстановление HP +0,24\0	a,
27137	4	2	u,Макс. CP +126,045\0	u,Восстановление MP +0,1\0	a,
27138	4	2	u,Макс. CP +126,045\0	u,Восстановление CP +0,24\0	a,
27139	4	2	u,Макс. CP +126,045\0	u,Уворот +1,4105\0	a,
27140	4	2	u,Макс. CP +126,045\0	u,Точность +2,0565\0	a,
27141	4	2	u,Макс. CP +126,045\0	u,Крит. +15,4\0	a,
27142	4	2	u,Физ. Атк. +31,52\0	u,Маг. Атк. +40,75\0	a,
27143	4	2	u,Физ. Атк. +31,52\0	u,Восстановление HP +0,24\0	a,
27144	4	2	u,Физ. Атк. +31,52\0	u,Восстановление MP +0,1\0	a,
27145	4	2	u,Физ. Атк. +31,52\0	u,Восстановление CP +0,24\0	a,
27146	4	2	u,Физ. Атк. +31,52\0	u,Уворот +1,4105\0	a,
27147	4	2	u,Физ. Атк. +31,52\0	u,Точность +2,0565\0	a,
27148	4	2	u,Физ. Атк. +31,52\0	u,Крит. +15,4\0	a,
27149	4	2	u,Маг. Атк. +40,75\0	u,Восстановление HP +0,24\0	a,
27150	4	2	u,Маг. Атк. +40,75\0	u,Восстановление MP +0,1\0	a,
27151	4	2	u,Маг. Атк. +40,75\0	u,Восстановление CP +0,24\0	a,
27152	4	2	u,Маг. Атк. +40,75\0	u,Уворот +1,4105\0	a,
27153	4	2	u,Маг. Атк. +40,75\0	u,Точность +2,0565\0	a,
27154	4	2	u,Маг. Атк. +40,75\0	u,Крит. +15,4\0	a,
27155	4	2	u,Восстановление HP +0,24\0	u,Восстановление MP +0,1\0	a,
27156	4	2	u,Восстановление HP +0,24\0	u,Восстановление CP +0,24\0	a,
27157	4	2	u,Восстановление HP +0,24\0	u,Уворот +1,4105\0	a,
27158	4	2	u,Восстановление HP +0,24\0	u,Точность +2,0565\0	a,
27159	4	2	u,Восстановление HP +0,24\0	u,Крит. +15,4\0	a,
27160	4	2	u,Восстановление MP +0,1\0	u,Восстановление CP +0,24\0	a,
27161	4	2	u,Восстановление MP +0,1\0	u,Уворот +1,4105\0	a,
27162	4	2	u,Восстановление MP +0,1\0	u,Точность +2,0565\0	a,
27163	4	2	u,Восстановление MP +0,1\0	u,Крит. +15,4\0	a,
27164	4	2	u,Восстановление CP +0,24\0	u,Уворот +1,4105\0	a,
27165	4	2	u,Восстановление CP +0,24\0	u,Точность +2,0565\0	a,
27166	4	2	u,Восстановление CP +0,24\0	u,Крит. +15,4\0	a,
27167	4	2	u,Уворот +1,4105\0	u,Точность +2,0565\0	a,
27168	4	2	u,Уворот +1,4105\0	u,Крит. +15,4\0	a,
27169	4	2	u,Точность +2,0565\0	u,Крит. +15,4\0	a,
27170	1	1	u,Физ. Защ. +12,19\0	a,	a,
27171	1	1	u,Маг. Защ. +10,51\0	a,	a,
27172	1	1	u,Макс. HP +23,09\0	a,	a,
27173	1	1	u,Макс. MP +24,52\0	a,	a,
27174	1	1	u,Макс. CP +38,03\0	a,	a,
27175	1	1	u,Физ. Атк. +14,33\0	a,	a,
27176	1	1	u,Маг. Атк. +17,14\0	a,	a,
27177	1	1	u,Восстановление HP +0,1\0	a,	a,
27178	1	1	u,Восстановление MP +0,07\0	a,	a,
27179	1	1	u,Восстановление CP +0,1\0	a,	a,
27180	1	1	u,Уворот +0,94\0	a,	a,
27181	1	1	u,Точность +1,528\0	a,	a,
27182	1	1	u,Крит. +11,4\0	a,	a,
27183	1	1	u,Физ. Защ. +7,165\0	u,Маг. Защ. +5,255\0	a,
27184	1	1	u,Физ. Защ. +7,165\0	u,Макс. HP +11,54\0	a,
27185	1	1	u,Физ. Защ. +7,165\0	u,Макс. MP +12,26\0	a,
27186	1	1	u,Физ. Защ. +7,165\0	u,Макс. CP +19,01\0	a,
27187	1	1	u,Физ. Защ. +7,165\0	u,Физ. Атк. +7,165\0	a,
27188	1	1	u,Физ. Защ. +7,165\0	u,Маг. Атк. +3,78\0	a,
27189	1	1	u,Физ. Защ. +7,165\0	u,Восстановление HP +0,05\0	a,
27190	1	1	u,Физ. Защ. +7,165\0	u,Восстановление MP +0,035\0	a,
27191	1	1	u,Физ. Защ. +7,165\0	u,Восстановление CP +0,03\0	a,
27192	1	1	u,Физ. Защ. +7,165\0	u,Уворот +1,21905\0	a,
27193	1	1	u,Физ. Защ. +7,165\0	u,Точность +1,21905\0	a,
27194	1	1	u,Физ. Защ. +7,165\0	u,Крит. +5,7\0	a,
27195	1	1	u,Маг. Защ. +5,255\0	u,Макс. HP +11,54\0	a,
27196	1	1	u,Маг. Защ. +5,255\0	u,Макс. MP +12,26\0	a,
27197	1	1	u,Маг. Защ. +5,255\0	u,Макс. CP +19,01\0	a,
27198	1	1	u,Маг. Защ. +5,255\0	u,Физ. Атк. +7,165\0	a,
27199	1	1	u,Маг. Защ. +5,255\0	u,Маг. Атк. +3,78\0	a,
27200	1	1	u,Маг. Защ. +5,255\0	u,Восстановление HP +0,05\0	a,
27201	1	1	u,Маг. Защ. +5,255\0	u,Восстановление MP +0,035\0	a,
27202	1	1	u,Маг. Защ. +5,255\0	u,Восстановление CP +0,03\0	a,
27203	1	1	u,Маг. Защ. +5,255\0	u,Уворот +0,47\0	a,
27204	1	1	u,Маг. Защ. +5,255\0	u,Точность +0,764\0	a,
27205	1	1	u,Маг. Защ. +5,255\0	u,Крит. +5,7\0	a,
27206	1	1	u,Макс. HP +11,54\0	u,Макс. MP +12,26\0	a,
27207	1	1	u,Макс. HP +11,54\0	u,Макс. CP +19,01\0	a,
27208	1	1	u,Макс. HP +11,54\0	u,Физ. Атк. +7,165\0	a,
27209	1	1	u,Макс. HP +11,54\0	u,Маг. Атк. +3,78\0	a,
27210	1	1	u,Макс. HP +11,54\0	u,Восстановление HP +0,05\0	a,
27211	1	1	u,Макс. HP +11,54\0	u,Восстановление MP +0,035\0	a,
27212	1	1	u,Макс. HP +11,54\0	u,Восстановление CP +0,03\0	a,
27213	1	1	u,Макс. HP +11,54\0	u,Уворот +0,47\0	a,
27214	1	1	u,Макс. HP +11,54\0	u,Точность +0,764\0	a,
27215	1	1	u,Макс. HP +11,54\0	u,Крит. +5,7\0	a,
27216	1	1	u,Макс. MP +12,26\0	u,Макс. CP +19,01\0	a,
27217	1	1	u,Макс. MP +12,26\0	u,Физ. Атк. +7,165\0	a,
27218	1	1	u,Макс. MP +12,26\0	u,Маг. Атк. +3,78\0	a,
27219	1	1	u,Макс. MP +12,26\0	u,Восстановление HP +0,05\0	a,
27220	1	1	u,Макс. MP +12,26\0	u,Восстановление MP +0,035\0	a,
27221	1	1	u,Макс. MP +12,26\0	u,Восстановление CP +0,03\0	a,
27222	1	1	u,Макс. MP +12,26\0	u,Уворот +0,47\0	a,
27223	1	1	u,Макс. MP +12,26\0	u,Точность +0,764\0	a,
27224	1	1	u,Макс. MP +12,26\0	u,Крит. +5,7\0	a,
27225	1	1	u,Макс. CP +19,01\0	u,Физ. Атк. +7,165\0	a,
27226	1	1	u,Макс. CP +19,01\0	u,Маг. Атк. +3,78\0	a,
27227	1	1	u,Макс. CP +19,01\0	u,Восстановление HP +0,05\0	a,
27228	1	1	u,Макс. CP +19,01\0	u,Восстановление MP +0,035\0	a,
27229	1	1	u,Макс. CP +19,01\0	u,Восстановление CP +0,03\0	a,
27230	1	1	u,Макс. CP +19,01\0	u,Уворот +0,47\0	a,
27231	1	1	u,Макс. CP +19,01\0	u,Точность +0,764\0	a,
27232	1	1	u,Макс. CP +19,01\0	u,Крит. +5,7\0	a,
27233	1	1	u,Физ. Атк. +7,165\0	u,Маг. Атк. +3,78\0	a,
27234	1	1	u,Физ. Атк. +7,165\0	u,Восстановление HP +0,05\0	a,
27235	1	1	u,Физ. Атк. +7,165\0	u,Восстановление MP +0,035\0	a,
27236	1	1	u,Физ. Атк. +7,165\0	u,Восстановление CP +0,03\0	a,
27237	1	1	u,Физ. Атк. +7,165\0	u,Уворот +0,47\0	a,
27238	1	1	u,Физ. Атк. +7,165\0	u,Точность +0,764\0	a,
27239	1	1	u,Физ. Атк. +7,165\0	u,Крит. +5,7\0	a,
27240	1	1	u,Маг. Атк. +3,78\0	u,Восстановление HP +0,05\0	a,
27241	1	1	u,Маг. Атк. +3,78\0	u,Восстановление MP +0,035\0	a,
27242	1	1	u,Маг. Атк. +3,78\0	u,Восстановление CP +0,03\0	a,
27243	1	1	u,Маг. Атк. +3,78\0	u,Уворот +0,47\0	a,
27244	1	1	u,Маг. Атк. +3,78\0	u,Точность +0,764\0	a,
27245	1	1	u,Маг. Атк. +3,78\0	u,Крит. +5,7\0	a,
27246	1	1	u,Восстановление HP +0,05\0	u,Восстановление MP +0,035\0	a,
27247	1	1	u,Восстановление HP +0,05\0	u,Восстановление CP +0,03\0	a,
27248	1	1	u,Восстановление HP +0,05\0	u,Уворот +0,47\0	a,
27249	1	1	u,Восстановление HP +0,05\0	u,Точность +0,764\0	a,
27250	1	1	u,Восстановление HP +0,05\0	u,Крит. +5,7\0	a,
27251	1	1	u,Восстановление MP +0,035\0	u,Восстановление CP +0,03\0	a,
27252	1	1	u,Восстановление MP +0,035\0	u,Уворот +0,47\0	a,
27253	1	1	u,Восстановление MP +0,035\0	u,Точность +0,764\0	a,
27254	1	1	u,Восстановление MP +0,035\0	u,Крит. +5,7\0	a,
27255	1	1	u,Восстановление CP +0,03\0	u,Уворот +0,47\0	a,
27256	1	1	u,Восстановление CP +0,03\0	u,Точность +0,764\0	a,
27257	1	1	u,Восстановление CP +0,03\0	u,Крит. +5,7\0	a,
27258	1	1	u,Уворот +0,47\0	u,Точность +0,764\0	a,
27259	1	1	u,Уворот +0,47\0	u,Крит. +5,7\0	a,
27260	1	1	u,Точность +0,764\0	u,Крит. +5,7\0	a,
27261	1	1	u,Физ. Защ. +15,71\0	a,	a,
27262	1	1	u,Маг. Защ. +14,22\0	a,	a,
27263	1	1	u,Макс. HP +25,45\0	a,	a,
27264	1	1	u,Макс. MP +28,79\0	a,	a,
27265	1	1	u,Макс. CP +41,52\0	a,	a,
27266	1	1	u,Физ. Атк. +19,66\0	a,	a,
27267	1	1	u,Маг. Атк. +24,74\0	a,	a,
27268	1	1	u,Восстановление HP +0,11\0	a,	a,
27269	1	1	u,Восстановление MP +0,07\0	a,	a,
27270	1	1	u,Восстановление CP +0,11\0	a,	a,
27271	1	1	u,Уворот +0,94\0	a,	a,
27272	1	1	u,Точность +1,528\0	a,	a,
27273	1	1	u,Крит. +11,4\0	a,	a,
27274	1	1	u,Физ. Защ. +7,855\0	u,Маг. Защ. +7,11\0	a,
27275	1	1	u,Физ. Защ. +7,855\0	u,Макс. HP +12,73\0	a,
27276	1	1	u,Физ. Защ. +7,855\0	u,Макс. MP +14,4\0	a,
27277	1	1	u,Физ. Защ. +7,855\0	u,Макс. CP +20,76\0	a,
27278	1	1	u,Физ. Защ. +7,855\0	u,Физ. Атк. +9,83\0	a,
27279	1	1	u,Физ. Защ. +7,855\0	u,Маг. Атк. +12,37\0	a,
27280	1	1	u,Физ. Защ. +7,855\0	u,Восстановление HP +0,055\0	a,
27281	1	1	u,Физ. Защ. +7,855\0	u,Восстановление MP +0,035\0	a,
27282	1	1	u,Физ. Защ. +7,855\0	u,Восстановление CP +0,055\0	a,
27283	1	1	u,Физ. Защ. +7,855\0	u,Уворот +0,47\0	a,
27284	1	1	u,Физ. Защ. +7,855\0	u,Точность +0,764\0	a,
27285	1	1	u,Физ. Защ. +7,855\0	u,Крит. +5,7\0	a,
27286	1	1	u,Маг. Защ. +7,11\0	u,Макс. HP +12,73\0	a,
27287	1	1	u,Маг. Защ. +7,11\0	u,Макс. MP +14,4\0	a,
27288	1	1	u,Маг. Защ. +7,11\0	u,Макс. CP +20,76\0	a,
27289	1	1	u,Маг. Защ. +7,11\0	u,Физ. Атк. +9,83\0	a,
27290	1	1	u,Маг. Защ. +7,11\0	u,Маг. Атк. +12,37\0	a,
27291	1	1	u,Маг. Защ. +7,11\0	u,Восстановление HP +0,055\0	a,
27292	1	1	u,Маг. Защ. +7,11\0	u,Восстановление MP +0,035\0	a,
27293	1	1	u,Маг. Защ. +7,11\0	u,Восстановление CP +0,055\0	a,
27294	1	1	u,Маг. Защ. +7,11\0	u,Уворот +0,47\0	a,
27295	1	1	u,Маг. Защ. +7,11\0	u,Точность +0,764\0	a,
27296	1	1	u,Маг. Защ. +7,11\0	u,Крит. +5,7\0	a,
27297	1	1	u,Макс. HP +12,73\0	u,Макс. MP +14,4\0	a,
27298	1	1	u,Макс. HP +12,73\0	u,Макс. CP +20,76\0	a,
27299	1	1	u,Макс. HP +12,73\0	u,Физ. Атк. +9,83\0	a,
27300	1	1	u,Макс. HP +12,73\0	u,Маг. Атк. +12,37\0	a,
27301	1	1	u,Макс. HP +12,73\0	u,Восстановление HP +0,055\0	a,
27302	1	1	u,Макс. HP +12,73\0	u,Восстановление MP +0,035\0	a,
27303	1	1	u,Макс. HP +12,73\0	u,Восстановление CP +0,055\0	a,
27304	1	1	u,Макс. HP +12,73\0	u,Уворот +0,47\0	a,
27305	1	1	u,Макс. HP +12,73\0	u,Точность +0,764\0	a,
27306	1	1	u,Макс. HP +12,73\0	u,Крит. +5,7\0	a,
27307	1	1	u,Макс. MP +14,4\0	u,Макс. CP +20,76\0	a,
27308	1	1	u,Макс. MP +14,4\0	u,Физ. Атк. +9,83\0	a,
27309	1	1	u,Макс. MP +14,4\0	u,Маг. Атк. +12,37\0	a,
27310	1	1	u,Макс. MP +14,4\0	u,Восстановление HP +0,055\0	a,
27311	1	1	u,Макс. MP +14,4\0	u,Восстановление MP +0,035\0	a,
27312	1	1	u,Макс. MP +14,4\0	u,Восстановление CP +0,055\0	a,
27313	1	1	u,Макс. MP +14,4\0	u,Уворот +0,47\0	a,
27314	1	1	u,Макс. MP +14,4\0	u,Точность +0,764\0	a,
27315	1	1	u,Макс. MP +14,4\0	u,Крит. +5,7\0	a,
27316	1	1	u,Макс. CP +20,76\0	u,Физ. Атк. +9,83\0	a,
27317	1	1	u,Макс. CP +20,76\0	u,Маг. Атк. +12,37\0	a,
27318	1	1	u,Макс. CP +20,76\0	u,Восстановление HP +0,055\0	a,
27319	1	1	u,Макс. CP +20,76\0	u,Восстановление MP +0,035\0	a,
27320	1	1	u,Макс. CP +20,76\0	u,Восстановление CP +0,055\0	a,
27321	1	1	u,Макс. CP +20,76\0	u,Уворот +0,47\0	a,
27322	1	1	u,Макс. CP +20,76\0	u,Точность +0,764\0	a,
27323	1	1	u,Макс. CP +20,76\0	u,Крит. +5,7\0	a,
27324	1	1	u,Физ. Атк. +9,83\0	u,Маг. Атк. +12,37\0	a,
27325	1	1	u,Физ. Атк. +9,83\0	u,Восстановление HP +0,055\0	a,
27326	1	1	u,Физ. Атк. +9,83\0	u,Восстановление MP +0,035\0	a,
27327	1	1	u,Физ. Атк. +9,83\0	u,Восстановление CP +0,055\0	a,
27328	1	1	u,Физ. Атк. +9,83\0	u,Уворот +0,47\0	a,
27329	1	1	u,Физ. Атк. +9,83\0	u,Точность +0,764\0	a,
27330	1	1	u,Физ. Атк. +9,83\0	u,Крит. +5,7\0	a,
27331	1	1	u,Маг. Атк. +12,37\0	u,Восстановление HP +0,055\0	a,
27332	1	1	u,Маг. Атк. +12,37\0	u,Восстановление MP +0,035\0	a,
27333	1	1	u,Маг. Атк. +12,37\0	u,Восстановление CP +0,055\0	a,
27334	1	1	u,Маг. Атк. +12,37\0	u,Уворот +0,47\0	a,
27335	1	1	u,Маг. Атк. +12,37\0	u,Точность +0,764\0	a,
27336	1	1	u,Маг. Атк. +12,37\0	u,Крит. +5,7\0	a,
27337	1	1	u,Восстановление HP +0,055\0	u,Восстановление MP +0,035\0	a,
27338	1	1	u,Восстановление HP +0,055\0	u,Восстановление CP +0,055\0	a,
27339	1	1	u,Восстановление HP +0,055\0	u,Уворот +0,47\0	a,
27340	1	1	u,Восстановление HP +0,055\0	u,Точность +0,764\0	a,
27341	1	1	u,Восстановление HP +0,055\0	u,Крит. +5,7\0	a,
27342	1	1	u,Восстановление MP +0,035\0	u,Восстановление CP +0,055\0	a,
27343	1	1	u,Восстановление MP +0,035\0	u,Уворот +0,47\0	a,
27344	1	1	u,Восстановление MP +0,035\0	u,Точность +0,764\0	a,
27345	1	1	u,Восстановление MP +0,035\0	u,Крит. +5,7\0	a,
27346	1	1	u,Восстановление CP +0,055\0	u,Уворот +0,47\0	a,
